entry_date,exit_date,position,entry_price,exit_price,position_size,pnl,balance,return_pct,close_reason
4312,4313,long,1728.36,1743.06,57.858316554421535,850.5172533499992,100850.51725335,0.8505172533499993,signal_change
4313,4316,short,1743.06,1743.46,57.858316554421535,-23.143326621773877,100827.37392672822,-0.023143326621773878,signal_change
4316,4317,long,1743.46,1732.34,57.83176782187616,-643.0892581792698,100184.28466854895,-0.6430892581792698,signal_change
4317,4320,short,1732.34,1763.5,57.83176782187616,-1802.0378853296659,98382.24678321928,-1.802037885329666,signal_change
4320,4321,long,1763.5,1776.67,55.78806168597634,734.7287724043124,99116.97555562359,0.7347287724043124,signal_change
4321,4324,short,1776.67,1793.92,55.78806168597634,-962.3440640830918,98154.6314915405,-0.9623440640830918,signal_change
4324,4325,long,1793.92,1784.36,54.71516650215199,-523.0769917605825,97631.55449977992,-0.5230769917605824,signal_change
4325,4326,short,1784.36,1776.48,54.71516650215199,431.15551203695117,98062.71001181686,0.4311555120369512,signal_change
4326,4327,long,1776.48,1781.39,55.200570798329764,271.03480261980366,98333.74481443666,0.2710348026198036,signal_change
4327,4330,short,1781.39,1772.28,55.200570798329764,502.8771999727912,98836.62201440946,0.5028771999727912,signal_change
4330,4331,long,1772.28,1768.97,55.76806261674761,-184.59228726143155,98652.02972714802,-0.18459228726143154,signal_change
4331,4332,short,1768.97,1793.04,55.76806261674761,-1342.3372671851116,97309.69245996291,-1.3423372671851115,signal_change
4332,4334,long,1793.04,1787.66,54.27078729976069,-291.9768356727061,97017.71562429021,-0.2919768356727061,signal_change
4334,4335,short,1787.66,1815.22,54.2707872997607,-1495.702897981402,95522.0127263088,-1.495702897981402,signal_change
4335,4336,long,1815.22,1830.85,52.62282958887011,822.4948264740336,96344.50755278284,0.8224948264740337,signal_change
4336,4339,short,1830.85,1816.11,52.62282958887012,775.660508139946,97120.16806092279,0.775660508139946,signal_change
4339,4340,long,1816.11,1826.93,53.477029508632626,578.6214592834137,97698.7895202062,0.5786214592834137,signal_change
4340,4342,short,1826.93,1866.65,53.477029508632626,-2124.1076120828893,95574.68190812331,-2.1241076120828892,stop_loss
4343,4349,short,1869.64,1896.5,51.11929671387182,-1373.064309734592,94201.61759838872,-1.3730643097345918,signal_change
